,Inflected_Word,Lemma,Prediction
469,সামর্থ্য,সামর্থ্য,সামর্থ্য
470,বলস,বলা,বলা
471,যজমান,যজমান,যজমান
472,বানিজ্যিকসহ,বানিজ্যিক,বানিজ্যিক
473,ব্রিগ্স,ব্রিগ্স,ব্রিগ্স
474,যোগাত্মক,যোগাত্মক,যোগাত্মক
475,অশ্ববাহিত,অশ্ববাহিত,অশ্ববাহিত
476,উল্লিখিত,উল্লেখ,উল্লেখ
477,ভিক্টোরিয়ার,ভিক্টোরিয়া,ভিক্টোরিয়া
478,খ্রিস্টানদের,খ্রিস্টান,খ্রিস্টান
479,চরমমাত্রায়,চরম,চরম
480,তপ্তরোদে,তপ্তরোদ,তপ্তরোদ
481,পরিসংখ্যান,পরিসংখ্যান,পরিসংখ্যান
482,আচারঅনুষ্ঠানগুলো,আচারণুষ্ঠান,আচারানুষ্ঠান
483,লিখা,লেখা,লেখা
484,নিবন্ধিত,নিবন্ধন,নিবন্ধন
485,নিমন্ত্রণগুলোকে,নিমন্ত্রণ,নিমন্ত্রণ
486,ফরম্যানে,ফরম্যান,ফরম্যান
487,চরণগুলির,চরণ,চরণ
488,দেবিদ্বারে,দেবিদ্বার,দেবিদ্বার
489,হ্যারি,হ্যারি,হ্যারি
490,স্থানকাল,স্থান,স্থান
491,রথেনস্টেইন,রথেনস্টেইন,রথেনস্টেইন
492,আসানসোল,আসা,আসা
493,ঊর্ধ্বমুখি,ঊর্ধ্বমুখি,ঊর্ধ্বমুখি
494,ওকতায়,ওকতা,ওকতা
495,হাইলাইফ,হাইলাইফ,হাইলাইফ
496,অন্বেষণার্থে,অন্বেষণ,অন্বেষণার্থ
497,ইস্টার,ইস্টার,ইস্টার
498,রেনটনে,রেনটন,রেনটন
499,সম্পর্কি,সম্পর্ক,সম্পর্ক
500,কেবিনেই,কেবিন,কেবিন
501,শোয়েব,শোয়েব,শোয়েব
502,আউটপারসোনাল,আউটপারসোন,আউটপারসোনাল
503,বিধানসভায়,বিধানসভা,বিধানসভা
504,অঙ্কটাকে,অঙ্ক,অঙ্ক
505,কামা,কাম,কামা
506,হ্যাকারদের,হ্যাকার,হ্যাকার
507,জিএলএ,জিএলএ,জিএলএ
508,গ্যাব্রিয়েলাইসপাইসঃ,গ্যাব্রিয়েলাইসপাইস,গ্যাব্রিয়েলাইসপাইস
509,হ্যাম্পস্টেডে,হ্যাম্পস্টেড,হ্যাম্পস্টেড
510,প্রচেষ্টাতে,প্রচেষ্টা,প্রচেষ্টা
511,এলাকাগুলি,এলাকা,এলাকা
512,কেন্দ্রস্থলে,কেন্দ্রস্থল,কেন্দ্রস্থল
513,বহুমুখী,বহুমুখী,বহুমুখী
514,ক্ষুদায়,ক্ষুদা,ক্ষুদা
515,নানাপদের,নানাপদ,নানাপদ
516,অল,অল,অল
517,উদ্ধৃতিসহ,উদ্ধৃতি,উদ্ধৃতি
518,ফিউচার,ফিউচার,ফিউচার
519,আবেক্ষাধীনভাবে,আবেক্ষাধীন,আবেক্ষাধীন
520,রাখিশহপুর,রাখিশহপুর,রাখিশহপুর
521,খন্দকারতলা,খন্দকারতলা,খন্দকারতলা
522,উদ্যাপনগুলি,উদ্যাপন,উদ্যাপন
523,যথাআমে,যথাআমে,যথাআম
524,প্রবন,প্রবন,প্রবন
525,যোগদানকারীরা,যোগ,যোগ
526,যখনআমরাস্রষ্টারঅবাধ্যহলাম,যখনআমরাস্রষ্টারঅ,যখনআমরাস্রষ্টারঅ
527,তারগুলির,তার,তার
528,বিপর্যয়,বিপর্যয়,বিপর্যয়
529,গোলেমালে,গোলামাল,গোলামাল
530,পুরাকাহিনীতে,পুরাকাহিনী,পুরাকাহিনী
531,লালমাইয়ের,লালমাই,লালমাই
532,নির্দশনগুলি,নির্দশন,নির্দশন
533,দর্শকদের,দর্শক,দর্শক
534,কেভসোগ্লু,কেভসোগ্লু,কেভসোগ্লু
535,বিলিয়নেও,বিলিয়ন,বিলিয়ন
536,এলাকাটি,এলাকা,এলাকা
537,মানিকপুরি,মানিকপুর,মানিকপুর
538,টরেন্টের,টরেন্ট,টরেন্ট
539,দৃষ্টিজগতের,দৃষ্টিজগত,দৃষ্টিজগত
540,আলাওলের,আলাওল,আলাওল
541,সুমনকে,সুমন,সুমন
542,কইরো,করা,করা
543,পুষ্পময়,পুষ্প,পুষ্প
544,ভাঁটায়,ভাঁটা,ভাঁটা
545,হইতেছিলাম,হওয়া,হওয়া
546,তারকাকৃতি,তারকা,তারকা
547,দিগন্তের,দিগন্ত,দিগন্ত
548,রবীন্দ্রমূর্তি,রবীন্দ্রমূর্তি,রবীন্দ্রমূর্তি
549,তাঁক,তাঁক,তাঁক
550,একাত্মতামুলক,একাত্ম,একাত্ম
551,নালক্ষ্যনীয়,নালক্ষ্যনী,নালক্ষ্যনী
552,সংজ্ঞাবহ,সংজ্ঞা,সংজ্ঞা
553,অস্ত্রোপচারের,অস্ত্রোপচার,অস্ত্রোপচার
554,জেরুজালে্মে,জেরুজালে্ম,জেরুজালে্ম
555,ফর্মার,ফর্মা,ফর্মা
556,কথাগুলোর,কথা,কথা
557,সামাজ্র্যের,সামাজ্র্য,সামাজ্র্য
558,স্কোরটি,স্কোর,স্কোর
559,কদলীর,কদলী,কদলী
560,কামিনিসের,কামিনিস,কামিনিস
561,ক্রোমজোড়,ক্রোমজোড়,ক্রোমজোড়
562,উক্তিরও,উক্তি,উক্তি
563,স্বল্পবিত্তের,চ্বল্পবিত্ত,স্বল্পবিত্ত
564,সূচনা,সূচনা,সূচনা
565,টুইটার,টুইটার,টুইটার
566,নিরাপত্তাব্যবস্থার,নিরাপত্তাব্যবস্থা,নিরাপত্তাব্যবস্থা
567,মনযোগের,মনযোগ,মনযোগ
568,ইমামও,ইমাম,ইমাম
569,সমলবিশিষ্ট,সমল,সমলবিশিষ্ট
570,কাশছিলাম,কাশা,কাশা
571,গঠনে,গঠন,গঠন
572,তত্ত্বাবধায়ন,তত্ত্বাবধান,তত্ত্বাবধায়ন
573,মুক্তভাবে,মুক্ত,মুক্ত
574,সংবর্ধনায়,সংবর্ধনা,সংবর্ধনা
575,খেদাপাড়া,খেদাপাড়া,খেদাপাড়া
576,রাগবির,রাগবি,রাগবি
577,সমাধানগুলি,সমাধান,সমাধান
578,আইডিতে,আইডি,আইডি
579,ব্যারিস্টারি,ব্যারিস্টার,ব্যারিস্টার
580,লং,লং,লং
581,শিবাজি,শিবাজি,শিবাজি
582,বয়াতির,বয়াতি,বয়াতি
583,খায়েররপুর,খায়ের,খায়েররপুর
584,শুধরাবেন,শুধরাবেন,শুধরাবেন
585,জঙ্গিবাদ,জঙ্গিবাদ,জঙ্গি
586,প্যাট্রিয়টসের,প্যাট্রিয়টস,প্যাট্রিয়টস
587,ট্রান্সমিশন,ট্রান্সমিশন,ট্রান্সমিশন
588,সনেটগুচ্ছ,সনেট,সনেট
589,সন্দেহও,সন্দেহ,সন্দেহ
590,হেয়ালিপূর্ণ,হেয়ালি,হেয়ালিপূর্ণ
591,অবস্থানজনিত,অবস্থান,অবস্থান
