sentence_main,sentence_lemma
কচুর অঙ্গই,কচু অঙ্গ
অঙ্গই বৃদ্ধিতে,অঙ্গ বৃদ্ধি
বৃদ্ধিতে কলিযুগ,বৃদ্ধি কলি
কলিযুগ সাথীর,কলি সাথী
সাথীর অনুরূপসংখ্যক,সাথী অনুরূপ
অনুরূপসংখ্যক পারবেন,অনুরূপ পারা
পারবেন ঐকান্তিক,পারা ঐকান্তিক
ঐকান্তিক কাচটা,ঐকান্তিক কাচ
কাচটা তাড়ানোর,কাচ তাড়ানো
তাড়ানোর পাড়েই,তাড়ানো পাড়
পাড়েই ডাহুকদের,পাড় ডাহুক
ডাহুকদের পশ্চাতেই,ডাহুক পশ্চাতে
পশ্চাতেই সম্পূর্ণ,পশ্চাতে সম্পূর্ণ
সম্পূর্ণ আশ্রমের,সম্পূর্ণ আশ্রম
আশ্রমের কোচবিহারের,আশ্রম কোচবিহার
কোচবিহারের পারিপাট্য,কোচবিহার পারিপাটি
পারিপাট্য কমিশনকে,পারিপাটি কমিশন
কমিশনকে লাউটির,কমিশন লাউ
লাউটির অবস্থার,লাউ অবস্থা
অবস্থার খেলোয়াড়ই,অবস্থা খেলোয়াড়
খেলোয়াড়ই খোলায়,খেলোয়াড় খোলা
খোলায় অভিলাষিণী,খোলা অভিলাষ
অভিলাষিণী ইস্কুল,অভিলাষ ইস্কুল
ইস্কুল উপদেষ্টাকে,ইস্কুল উপদেষ্টা
উপদেষ্টাকে দিয়েছিল,উপদেষ্টা দেওয়া
দিয়েছিল গাছটিতে,দেওয়া গাছ
গাছটিতে উপসংহারটাও,গাছ উপসংহার
উপসংহারটাও বেচারার,উপসংহার বেচারা
বেচারার নিলামই,বেচারা নিলাম
নিলামই ধনকে,নিলাম ধন
ধনকে অন্তিম,ধন অন্ত
অন্তিম আফগানরা,অন্ত আফগান
আফগানরা তত্ত্বাবধান,আফগান তত্ত্বাবধান
তত্ত্বাবধান কাটা,তত্ত্বাবধান কাটা
কাটা চিতাটি,কাটা চিতা
চিতাটি শিল্পীই,চিতা শিল্পী
শিল্পীই খাঁজ,শিল্পী খাঁজ
খাঁজ আতঙ্ককে,খাঁজ আতঙ্ক
আতঙ্ককে আইনজ্ঞ,আতঙ্ক আইনজ্ঞ
আইনজ্ঞ উচ্ছিষ্ট,আইনজ্ঞ উচ্ছিষ্ট
উচ্ছিষ্ট পাইতেছে,উচ্ছিষ্ট পাওয়া
পাইতেছে খাজনা,পাওয়া খাজনা
খাজনা ওলন্দাজরা,খাজনা ওলন্দাজ
ওলন্দাজরা টলমলানো,ওলন্দাজ টলমল
টলমলানো অট্টালিকাগুলোর,টলমল অট্টালিকা
অট্টালিকাগুলোর কোণবিহারী,অট্টালিকা কোণবিহার
কোণবিহারী কফই,কোণবিহার কফ
কফই করিত,কফ করা
করিত দোয়া,করা দোয়া
দোয়া অনিদ্রা,দোয়া নিদ্রা
অনিদ্রা যন্ত্রশিল্পীই,নিদ্রা যন্ত্রশিল্পী
যন্ত্রশিল্পীই উপায়,যন্ত্রশিল্পী উপায়
উপায় আশপাশসহ,উপায় আশপাশ
আশপাশসহ অপ্রত্যক্ষ,আশপাশ অপ্রত্যক্ষ
অপ্রত্যক্ষ পীড়াতে,অপ্রত্যক্ষ পীড়া
পীড়াতে ধনিয়ায়,পীড়া ধনিয়া
ধনিয়ায় ধমকাব,ধনিয়া ধমক
ধমকাব খালাই,ধমক খালা
খালাই পিণ্ডের,খালা পিণ্ড
পিণ্ডের অতি,পিণ্ড অতি
অতি আঁধার,অতি আঁধার
আঁধার দায়িত্বে,আঁধার দায়িত্ব
দায়িত্বে অধ্যাপকও,দায়িত্ব অধ্যাপক
অধ্যাপকও আস্তেধীরেই,অধ্যাপক আস্তে
আস্তেধীরেই অন্যান্যদের,আস্তে অন্যান্য
অন্যান্যদের আওয়ালও,অন্যান্য আওয়াল
আওয়ালও অকালবৃদ্ধ,আওয়াল অকাল
অকালবৃদ্ধ উৎকোচগ্রহণ,অকাল উৎকোচ
উৎকোচগ্রহণ অভ্যর্থনাকক্ষ,উৎকোচ অভ্যর্থনা
অভ্যর্থনাকক্ষ নলই,অভ্যর্থনা নল
নলই গগনচারী,নল গগন
গগনচারী জনতা,গগন জন
জনতা আগুনের,জন আগুন
আগুনের ডায়বেটিস,আগুন ডায়বেটিস
ডায়বেটিস লইলেন,ডায়বেটিস লওয়া
লইলেন অযৌক্তিককে,লওয়া অযৌক্তিক
অযৌক্তিককে নদীতটস্থ,অযৌক্তিক নদীতট
নদীতটস্থ বিড়ালকে,নদীতট বিড়াল
বিড়ালকে বিদেশ,বিড়াল বিদেশ
বিদেশ খুশির,বিদেশ খুশি
খুশির ফিরিয়া,খুশি ফেরা
ফিরিয়া তৎপরতা,ফেরা তৎপরতা
তৎপরতা উত্তেজনাও,তৎপরতা উত্তেজনা
উত্তেজনাও দুশমন,উত্তেজনা দুশমন
দুশমন ধূমপানকে,দুশমন ধূমপান
ধূমপানকে পড়বে,ধূমপান পড়া
পড়বে ধনেশ,পড়া ধনেশ
ধনেশ উপজাতীয়ের,ধনেশ উপজাতীয়
উপজাতীয়ের অধ্যায়টা,উপজাতীয় অধ্যায়
